hotel_name,Category,Full_Addr,Addr,City,State,Zipcode,Stars,Num_Reviews,url,lat,lng
Seattle Marriott Bellevue,4,"200 110th Avenue NE Bellevue, Washington 98004",200 110th Avenue NE,Bellevue,WA, 98004,4.1,591,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,47.6126356,-122.1928186
Residence Inn Seattle Bellevue,4,"14455 NE 29th Place Bellevue, Washington 98007",14455 NE 29th Place,Bellevue,WA, 98007,4.3,286,NULL,47.6337467,-122.1466561
Residence Inn Seattle Bellevue/Downtown,4,"605 114th Avenue SE Bellevue, Washington 98004",605 114th Avenue SE,Bellevue,WA, 98004,4.5,428,NULL,47.6039633,-122.1865134
Sheraton Bellevue Hotel,4,"100 112th Avenue NE Bellevue, Washington 98004",100 112th Avenue NE,Bellevue,WA, 98004,4,367,NULL,47.6108553,-122.1899022
W Bellevue,6,"10455 NE 5th Place Bellevue, Washington 98004",10455 NE 5th Place,Bellevue,WA, 98004,4.5,149,NULL,47.6152479,-122.2004356
The Westin Bellevue,5,"600 Bellevue Way NE Bellevue, Washington 98004",600 Bellevue Way NE,Bellevue,WA, 98004,4.2,502,NULL,47.6164494,-122.2008179
SpringHill Suites Bellingham,3,"4040 Northwest Avenue Bellingham, Washington 98226",4040 Northwest Avenue,Bellingham,WA, 98226,4.7,639,NULL,48.7885917,-122.5060156
Four Points by Sheraton Bellingham Hotel & Conference Center,3,"714 Lakeway Drive Bellingham, Washington 98229",714 Lakeway Drive,Bellingham,WA, 98229,4,197,NULL,48.7429752,-122.4661861
TownePlace Suites Bellingham,3,"4050 Northwest Avenue Bellingham, Washington 98226",4050 Northwest Avenue,Bellingham,WA, 98226,4.7,261,NULL,48.7887607,-122.5064131
SpringHill Suites Long Island Brookhaven,4,"2 Sawgrass Drive Bellport, New York 11713",2 Sawgrass Drive,Bellport,NY, 11713,4.1,441,NULL,40.8086945,-72.9487787
SpringHill Suites Belmont Redwood Shores,4,"1401 Shoreway Road Belmont, California 94002",1401 Shoreway Road,Belmont,CA, 94002,4.4,279,NULL,37.5206487,-122.2617996
Fairfield Inn & Suites Beloit,3,"2784 Milwaukee Road Beloit, Wisconsin 53511",2784 Milwaukee Road,Beloit,WI, 53511,4.1,273,NULL,42.5231385,-88.9836767
Fairfield Inn & Suites Kansas City Belton,3,"151 North Mullen Road Belton, Missouri 64012",151 North Mullen Road,Belton,MO, 64012,NULL,NULL,NULL,38.815343,-94.5121628
Sheraton College Park North Hotel,3,"4095 Powder Mill Road Beltsville, Maryland 20705",4095 Powder Mill Road,Beltsville,MD, 20705,3.6,266,NULL,39.0473647,-76.9346875
Fairfield Inn & Suites Bend Downtown,4,"1626 NW Wall Street Bend, Oregon 97701",1626 NW Wall Street,Bend,OR, 97701,4.6,278,NULL,44.0664576,-121.3082985
Residence Inn Bend,5,"500 SW Bond Street Bend, Oregon 97702",500 SW Bond Street,Bend,OR, 97702,4.7,109,NULL,44.0445172,-121.3102593
SpringHill Suites Bend,5,"551 SW Industrial Way Bend, Oregon 97702",551 SW Industrial Way,Bend,OR, 97702,4.8,273,NULL,44.0499129,-121.3156945
TownePlace Suites Bend Near Mt. Bachelor,4,"755 SW 13th Place Bend, Oregon 97702",755 SW 13th Place,Bend,OR, 97702,4.6,276,NULL,44.0423264,-121.3311886
Courtyard Philadelphia Bensalem,3,"3280 Tillman Drive Bensalem, Pennsylvania 19020",3280 Tillman Drive,Bensalem,PA, 19020,4.5,591,NULL,40.1152394,-74.9622946
Fairfield Inn & Suites Little Rock Benton,2,"17320 Interstate 30 North Benton, Arkansas 72019",17320 Interstate 30 North,Benton,AR, 72019,4.5,422,https://cache.marriott.com/marriottassets/marriott/LITBN/litbn-exterior-0003-hor-feat.jpg?resize=375:150 undefined,34.5806124,-92.5819983
Courtyard St. Joseph Benton Harbor,4,"1295 Cinema Way Benton Harbor, Michigan 49022",1295 Cinema Way,Benton Harbor,MI, 49022,4.6,38,https://cache.marriott.com/marriottassets/marriott/SBNCB/sbncb-exterior-3367-hor-feat.jpg?resize=375:150 undefined,42.0755157,-86.4276775
SpringHill Suites St. Joseph Benton Harbor,4,"1255 Cinema Way Benton Harbor, Michigan 49022",1255 Cinema Way,Benton Harbor,MI, 49022,4.5,215,https://cache.marriott.com/marriottassets/marriott/SBNSD/sbnsd-exterior-0003-hor-feat.jpg?resize=375:150 undefined,42.0733133,-86.4286578
Courtyard Bentonville,3,"1001 McClain Road Bentonville, Arkansas 72712",1001 McClain Road,Bentonville,AR, 72712,4.2,273,https://cache.marriott.com/marriottassets/marriott/FYVBN/fyvbn-lobby-0020-hor-feat.jpg?resize=375:150 undefined,36.3816556,-94.1729343
SpringHill Suites Bentonville,3,"2304 SE Walton Boulevard Bentonville, Arkansas 72712",2304 SE Walton Boulevard,Bentonville,AR, 72712,4.3,225,NULL,36.3344973,-94.1866576
Element Bentonville,4,"3401 Medlin Lane Bentonville, Arkansas 72712",3401 Medlin Lane,Bentonville,AR, 72712,4.1,39,NULL,36.336548,-94.1860174
Four Points by Sheraton Bentonville,3,"211 SE Walton Boulevard Bentonville, Arkansas 72712",211 SE Walton Boulevard,Bentonville,AR, 72712,4.2,61,NULL,36.3363629,-94.2081899
TownePlace Suites Bentonville Rogers,3,"3100 S.E. 14th Street Bentonville, Arkansas 72712",3100 S.E. 14th Street,Bentonville,AR, 72712,4.4,247,NULL,36.3556265,-94.1756547
Fairfield Inn & Suites Lexington Berea,2,"227 Paintlick Road Berea, Kentucky 40403",227 Paintlick Road,Berea,KY, 40403,4.6,366,NULL,37.5680116,-84.3167713
Fairfield Inn & Suites Philadelphia Valley Forge/Great Valley,2,"1005 Westlakes Drive Berwyn, Pennsylvania 19312",1005 Westlakes Drive,Berwyn,PA, 19312,4.6,135,NULL,40.0617951,-75.4675171
Residence Inn Philadelphia Valley Forge,2,"600 West Swedesford Road Berwyn, Pennsylvania 19312",600 West Swedesford Road,Berwyn,PA, 19312,4.5,243,NULL,40.067031,-75.4521143
Fairfield Inn & Suites Birmingham Bessemer,2,"4980 Academy Court Bessemer, Alabama 35022",4980 Academy Court,Bessemer,AL, 35022,4.5,312,NULL,33.3676158,-87.0061138
Bethany Beach Ocean Suites Residence Inn,6,"99 Hollywood Street Bethany Beach, Delaware 19930",99 Hollywood Street,Bethany Beach,DE, 19930,4.7,891,NULL,38.5377373,-75.0543832
Bethesda Marriott,4,"5151 Pooks Hill Road Bethesda, Maryland 20814",5151 Pooks Hill Road,Bethesda,MD, 20814,4.5,944,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,39.0166491,-77.1033893
Bethesda Marriott Suites,4,"6711 Democracy Boulevard Bethesda, Maryland 20817",6711 Democracy Boulevard,Bethesda,MD, 20817,4.5,690,NULL,39.0227413,-77.1377732
Residence Inn Bethesda Downtown,4,"7335 Wisconsin Avenue Bethesda, Maryland 20814",7335 Wisconsin Avenue,Bethesda,MD, 20814,4.6,447,NULL,38.9831533,-77.0927676
Courtyard Allentown Bethlehem/Lehigh Valley Airport,3,"2160 Motel Drive Bethlehem, Pennsylvania 18018",2160 Motel Drive,Bethlehem,PA, 18018,4.3,383,NULL,40.6442799,-75.4252724
Courtyard Bethlehem Lehigh Valley/I-78,3,"2220 Emrick Blvd Bethlehem, Pennsylvania 18020",2220 Emrick Blvd,Bethlehem,PA, 18020,4.5,490,NULL,40.6535177,-75.2902256
Fairfield Inn & Suites Allentown Bethlehem/Lehigh Valley Airport,3,"2140 Motel Drive Bethlehem, Pennsylvania 18018",2140 Motel Drive,Bethlehem,PA, 18018,4.4,331,NULL,40.6441386,-75.4262993
Residence Inn Allentown Bethlehem/Lehigh Valley Airport,3,"2180 Motel Drive Bethlehem, Pennsylvania 18018",2180 Motel Drive,Bethlehem,PA, 18018,4.4,370,NULL,40.6450541,-75.4244318
Courtyard Bettendorf Quad Cities,2,"895 Golden Valley Drive Bettendorf, Iowa 52722",895 Golden Valley Drive,Bettendorf,IA, 52722,4.4,408,NULL,41.5579117,-90.5208986
"Avalon Hotel Beverly Hills, a Member of Design Hotelsâ„¢",5,"9400 W Olympic Blvd Beverly Hills, California 90212",9400 W Olympic Blvd,Beverly Hills,CA, 90212,NULL,NULL,NULL,34.0590157,-118.3972801
Residence Inn Big Sky/The Wilson Hotel,4,"145 Town Center Avenue Big Sky, Montana 59716",145 Town Center Avenue,Big Sky,MT, 59716,4.7,58,NULL,45.2598693,-111.3064146
TownePlace Suites Big Spring,2,"1011 North San Antonio Street Big Spring, Texas 79720",1011 North San Antonio Street,Big Spring,TX, 79720,4.4,92,NULL,32.2616647,-101.490601
Courtyard Boston Billerica/Bedford,3,"270 Concord Road Billerica, Massachusetts 01821",270 Concord Road,Billerica,MA, 01821,4.1,502,NULL,42.5368196,-71.2815684
Fairfield Inn & Suites Billings,2,"2026 Overland Avenue Billings, Montana 59102",2026 Overland Avenue,Billings,MT, 59102,4.2,265,NULL,45.7527485,-108.5649938
Residence Inn Billings,2,"956 South 25th Street West Billings, Montana 59102",956 South 25th Street West,Billings,MT, 59102,4.6,294,NULL,45.752141,-108.5809215
SpringHill Suites Billings,2,"1818 King Avenue West Billings, Montana 59102",1818 King Avenue West,Billings,MT, 59102,4.4,274,NULL,45.7549382,-108.5621654
TownePlace Suites Billings,2,"2480 Grant Road Billings, Montana 59102",2480 Grant Road,Billings,MT, 59102,4.8,280,NULL,45.7519574,-108.5788243
Fairfield Inn Binghamton,2,"864 Upper Front Street Binghamton, New York 13905",864 Upper Front Street,Binghamton,NY, 13905,4.5,365,NULL,42.1305736,-75.9051839
"Elyton Hotel, Autograph Collection",5,"1928 1st Avenue North Birmingham, Alabama 35203",1928 1st Avenue North,Birmingham,AL, 35203,4.7,282,NULL,33.514598,-86.8060674
"Grand Bohemian Hotel Mountain Brook, Autograph Collection",5,"2655 Lane Park Road Birmingham, Alabama 35223",2655 Lane Park Road,Birmingham,AL, 35223,4.6,374,NULL,33.48767,-86.774079
Courtyard Birmingham Colonnade/Grandview,2,"4300 Colonnade Parkway Birmingham, Alabama 35243",4300 Colonnade Parkway,Birmingham,AL, 35243,4.6,589,NULL,33.4361222,-86.7356734
Courtyard Birmingham Downtown at UAB,3,"1820 5th Avenue South Birmingham, Alabama 35233",1820 5th Avenue South,Birmingham,AL, 35233,4.3,649,NULL,33.5076199,-86.8033207
Courtyard Birmingham Trussville,2,"3665 Roosevelt Blvd Birmingham, Alabama 35235",3665 Roosevelt Blvd,Birmingham,AL, 35235,4.3,366,NULL,33.6090278,-86.6361337
Fairfield Inn & Suites Birmingham Colonnade/Grandview,2,"3930 Colonnade Parkway Birmingham, Alabama 35243",3930 Colonnade Parkway,Birmingham,AL, 35243,4.4,101,NULL,33.4375039,-86.7341445
Fairfield Inn & Suites Birmingham Downtown,2,"1918 1st Avenue North Birmingham, Alabama 35203",1918 1st Avenue North,Birmingham,AL, 35203,3.9,19,NULL,33.5145166,-86.8063028
Marriott Birmingham,3,"3590 Grandview Parkway Birmingham, Alabama 35243",3590 Grandview Parkway,Birmingham,AL, 35243,4.3,717,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,33.4363538,-86.7170719
Renaissance Birmingham Ross Bridge Golf Resort & Spa,5,"4000 Grand Ave Birmingham, Alabama 35226",4000 Grand Ave,Birmingham,AL, 35226,4.5,1070,NULL,33.3927399,-86.8809125
Residence Inn Birmingham Downtown at UAB,3,"821 20th Street South Birmingham, Alabama 35205",821 20th Street South,Birmingham,AL, 35205,4.7,484,NULL,33.5040805,-86.7982979
Residence Inn Birmingham Homewood,3,"50 State Farm Parkway Birmingham, Alabama 35209",50 State Farm Parkway,Birmingham,AL, 35209,4.4,422,https://cache.marriott.com/marriottassets/marriott/BHMHM/bhmhm-lobby-0037-hor-feat.jpg?resize=375:150 undefined,33.4563119,-86.820977
SpringHill Suites Birmingham Colonnade/Grandview,2,"3950 Colonnade Parkway Birmingham, Alabama 35243",3950 Colonnade Parkway,Birmingham,AL, 35243,4.1,502,https://cache.marriott.com/marriottassets/marriott/BHMCO/bhmco-exterior-0031-hor-feat.jpg?resize=375:150 undefined,33.4367925,-86.7349385
SpringHill Suites Birmingham Downtown at UAB,3,"2024 4th Avenue South Birmingham, Alabama 35233",2024 4th Avenue South,Birmingham,AL, 35233,4.1,703,https://cache.marriott.com/marriottassets/marriott/BHMSD/bhmsd-fitness-5841-hor-feat.jpg?resize=375:150 undefined,33.5097167,-86.8015549
Sheraton Birmingham Hotel,3,"2101 Richard Arrington Jr. Boulevard North Birmingham, Alabama 35203",2101 Richard Arrington Jr. Boulevard North,Birmingham,AL, 35203,3.5,1121,https://cache.marriott.com/marriottassets/marriott/BHMSI/bhmsi-exterior-6828-hor-feat.jpg?resize=375:150 undefined,33.5246177,-86.8096885
The Westin Birmingham,4,"2221 Richard Arrington Jr. Boulevard North Birmingham, Alabama 35203",2221 Richard Arrington Jr. Boulevard North,Birmingham,AL, 35203,4.3,495,NULL,33.525447,-86.8087701
Courtyard Bismarck North,2,"3319 North 14th Street Bismarck, North Dakota 58503",3319 North 14th Street,Bismarck,ND, 58503,4.6,335,NULL,46.8427757,-100.7706034
Fairfield Inn & Suites Bismarck North,1,"1120 E Century Ave Bismarck, North Dakota 58503-0535",1120 E Century Ave,Bismarck,ND,58503,4.4,168,NULL,46.8393116,-100.7739685
Fairfield Inn & Suites Bismarck South,1,"135 Ivy Avenue Bismarck, North Dakota 58504",135 Ivy Avenue,Bismarck,ND, 58504,4.4,199,NULL,46.7955495,-100.7931987
Residence Inn Bismarck North,2,"3421 N 14th St Bismarck, North Dakota 58503",3421 N 14th St,Bismarck,ND, 58503,4.8,287,NULL,46.8439066,-100.769517
Courtyard Blacksburg,3,"105 Southpark Drive Blacksburg, Virginia 24060",105 Southpark Drive,Blacksburg,VA, 24060,4.7,389,NULL,37.1992395,-80.4012307
Residence Inn Blacksburg-University,3,"850 Prices Fork Road Blacksburg, Virginia 24060",850 Prices Fork Road,Blacksburg,VA, 24060,4.8,295,NULL,37.2317903,-80.4304789
Fairfield Inn & Suites Minneapolis North/Blaine,3,"10643 Baltimore Street NE Blaine, Minnesota 55449",10643 Baltimore Street NE,Blaine,MN, 55449,4.1,8,NULL,45.1637064,-93.2313426
Courtyard Chicago Bloomingdale,2,"275 Knollwood Drive Bloomingdale, Illinois 60108",275 Knollwood Drive,Bloomingdale,IL, 60108,4.2,286,NULL,41.9415336,-88.1144562
Residence Inn Chicago Bloomingdale,2,"295 Knollwood Drive Bloomingdale, Illinois 60108",295 Knollwood Drive,Bloomingdale,IL, 60108,4.1,288,NULL,41.9405571,-88.1139603
AC Hotel Bloomington Mall of America,4,"8100 26th Avenue South Bloomington, Minnesota 55425",8100 26th Avenue South,Bloomington,MN, 55425,4.6,482,NULL,44.8565774,-93.2364838
Courtyard Bloomington,4,"310 S. College Avenue Bloomington, Indiana 47403",310 S. College Avenue,Bloomington,IN, 47403,4.2,458,NULL,39.1640106,-86.5353727
Courtyard Bloomington by Mall of America,3,"7800 Bloomington Avenue South Bloomington, Minnesota 55425",7800 Bloomington Avenue South,Bloomington,MN, 55425,4.4,569,NULL,44.861262,-93.2540803
Courtyard Edina Bloomington,3,"4460 West 78th Street Circle Bloomington, Minnesota 55435",4460 West 78th Street Circle,Bloomington,MN, 55435,NULL,NULL,NULL,44.8587667,-93.3373256
Fairfield Inn & Suites Bloomington,3,"120 Fairfield Drive Bloomington, Indiana 47404",120 Fairfield Drive,Bloomington,IN, 47404,4.4,254,NULL,39.1664679,-86.570559
Fairfield Inn & Suites Bloomington,2,"1014 Wylie Drive Bloomington, Illinois 61705",1014 Wylie Drive,Bloomington,IL, 61705,4.5,297,NULL,40.4885669,-89.0374582
Fairfield Inn & Suites Minneapolis Bloomington/Mall of America,3,"2401 American Boulevard East Bloomington, Minnesota 55425",2401 American Boulevard East,Bloomington,MN, 55425,4.4,668,NULL,44.8580663,-93.2367587
JW Marriott Minneapolis Mall of America,5,"2141 Lindau Lane Bloomington, Minnesota 55425",2141 Lindau Lane,Bloomington,MN, 55425,4.6,1057,NULL,44.8562426,-93.2418642
Marriott Minneapolis Airport,4,"2020 American Boulevard East Bloomington, Minnesota 55425",2020 American Boulevard East,Bloomington,MN, 55425,4.1,609,NULL,44.8612111,-93.2442993
Renaissance Minneapolis Bloomington Hotel,4,"5500 American Boulevard West Bloomington, Minnesota 55437",5500 American Boulevard West,Bloomington,MN, 55437,4.3,64,NULL,44.8561522,-93.3517616
Residence Inn Bloomington,2,"2160 Ireland Grove Road Bloomington, Illinois 61704",2160 Ireland Grove Road,Bloomington,IL, 61704,4.7,482,NULL,40.4600914,-88.9589659
Residence Inn Bloomington by Mall of America,3,"7850 Bloomington Avenue South Bloomington, Minnesota 55425",7850 Bloomington Avenue South,Bloomington,MN, 55425,4.5,438,NULL,44.8606336,-93.2543553
SpringHill Suites Bloomington,5,"501 North College Avenue Bloomington, Indiana 47404",501 North College Avenue,Bloomington,IN, 47404,4.9,605,NULL,39.1705763,-86.535057
SpringHill Suites Minneapolis-St. Paul Airport/Mall of America,4,"2870 Metro Drive Bloomington, Minnesota 55425",2870 Metro Drive,Bloomington,MN, 55425,4.5,596,NULL,44.8612701,-93.2318893
Element Bloomington,NULL,"2400 East 82nd Street Bloomington, Minnesota 55425",2400 East 82nd Street,Bloomington,MN, 55425,NULL,NULL,NULL,44.8556286,-93.2369398
Sheraton Bloomington Hotel,4,"5601 West 78th Street Bloomington, Minnesota 55439",5601 West 78th Street,Bloomington,MN, 55439,4.5,201,NULL,44.8605196,-93.3543992
TownePlace Suites Bloomington,3,"105 S Franklin Bloomington, Indiana 47404",105 S Franklin,Bloomington,IN, 47404,4.3,184,NULL,39.1682608,-86.5702687
TownePlace Suites Minneapolis Mall of America,3,"2500 Lindau Lane Bloomington, Minnesota 55425",2500 Lindau Lane,Bloomington,MN, 55425,4.7,511,NULL,44.8570885,-93.2364838
Fairfield Inn & Suites Bloomsburg,2,"1065 Alliance Park Drive Bloomsburg, Pennsylvania 17815",1065 Alliance Park Drive,Bloomsburg,PA, 17815,4.8,293,NULL,41.029658,-76.429728
Courtyard Cincinnati Blue Ash,2,"4625 Lake Forest Drive Blue Ash, Ohio 45242",4625 Lake Forest Drive,Blue Ash,OH, 45242,4.5,451,NULL,39.2538639,-84.3787643
Courtyard Kansas City East/Blue Springs,2,"1500 North East Coronado Drive Blue Springs, Missouri 64014",1500 North East Coronado Drive,Blue Springs,MO, 64014,4.5,522,NULL,39.0252672,-94.241887
Courtyard Boca Raton,4,"2000 NW Executive Center Circle Boca Raton, Florida 33431",2000 NW Executive Center Circle,Boca Raton,FL, 33431,4.3,543,NULL,26.369073,-80.1225759
Fairfield Inn & Suites Boca Raton,3,"3400 Airport Road Boca Raton, Florida 33431",3400 Airport Road,Boca Raton,FL, 33431,NULL,NULL,NULL,26.3804198,-80.1098369
Boca Raton Marriott at Boca Center,5,"5150 Town Center Circle Boca Raton, Florida 33486",5150 Town Center Circle,Boca Raton,FL, 33486,4.4,583,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,26.3617206,-80.1227651
Renaissance Boca Raton Hotel,5,"2000 NW 19th Street Boca Raton, Florida 33431",2000 NW 19th Street,Boca Raton,FL, 33431,4.2,616,NULL,26.3659425,-80.1243032
Residence Inn Boca Raton,4,"525 NW 77th Street Boca Raton, Florida 33487",525 NW 77th Street,Boca Raton,FL, 33487,4.1,447,NULL,26.4202837,-80.0920839
SpringHill Suites Boca Raton,3,"5130 NW 8th Avenue Boca Raton, Florida 33487",5130 NW 8th Avenue,Boca Raton,FL, 33487,4.3,545,https://cache.marriott.com/marriottassets/marriott/PBISH/pbish-exterior-0033-hor-feat.jpg?resize=375:150 undefined,26.3953903,-80.0967469
TownePlace Suites Boca Raton,3,"5110 NW 8th Avenue Boca Raton, Florida 33487",5110 NW 8th Avenue,Boca Raton,FL, 33487,4.1,216,https://cache.marriott.com/marriottassets/marriott/PBITS/pbits-exterior-0035-hor-feat.jpg?resize=375:150 undefined,26.3949765,-80.0973579
Fairfield Inn & Suites San Antonio Boerne,2,"6 Cascade Caverns Road Boerne, Texas 78006",6 Cascade Caverns Road,Boerne,TX, 78006,4.3,308,https://cache.marriott.com/marriottassets/marriott/SATBO/satbo-lobby-0034-hor-feat.jpg?resize=375:150 undefined,29.7576349,-98.704118
Courtyard Boise Downtown,3,"222 S. Broadway Avenue Boise, Idaho 83702",222 S. Broadway Avenue,Boise,ID, 83702,4.4,390,https://cache.marriott.com/marriottassets/marriott/BOICY/boicy-lobby-0033-hor-feat.jpg?resize=375:150 undefined,43.6076982,-116.1918776
Fairfield Inn Boise,3,"3300 S Shoshone Street Boise, Idaho 83705",3300 S Shoshone Street,Boise,ID, 83705,4.5,275,NULL,43.5725439,-116.2183808
Residence Inn Boise Downtown/City Center,4,"400 S. Capitol Blvd Boise, Idaho 83702",400 S. Capitol Blvd,Boise,ID, 83702,4.7,406,NULL,43.612093,-116.2044609
Residence Inn Boise Downtown/University,3,"1401 South Lusk Place Boise, Idaho 83706-2863",1401 South Lusk Place,Boise,ID,83706,4.6,384,NULL,43.6054825,-116.2138808
Residence Inn Boise West,3,"7303 West Denton Street Boise, Idaho 83704",7303 West Denton Street,Boise,ID, 83704,4.6,356,NULL,43.6097718,-116.2715414
SpringHill Suites Boise ParkCenter,3,"424 East ParkCenter Blvd Boise, Idaho 83706",424 East ParkCenter Blvd,Boise,ID, 83706,4.6,549,NULL,43.5948276,-116.1768763
SpringHill Suites Boise West/Eagle,3,"6325 North Cloverdale Boise, Idaho 83713",6325 North Cloverdale,Boise,ID, 83713,4.5,401,NULL,43.6623537,-116.3355525
TownePlace Suites Boise Downtown/University,3,"1455 South Capitol Boulevard Boise, Idaho 83706-3012",1455 South Capitol Boulevard,Boise,ID,83706,4.3,269,NULL,43.6041656,-116.213629
